cityid,city,country,date,Lat,Lng,max_temp,humidity,wind_speed,clouds
386,ziarat,PK,1603936959,30.38,67.73,37.26,58,3.33,0
387,amol,IR,1603937107,36.47,52.35,60.48,81,2.01,16
388,meulaboh,ID,1603937107,4.14,96.13,81.55,70,3.0,100
389,kavieng,PG,1603936934,-2.57,150.8,84.63,68,6.33,64
390,khakhea,BW,1603937108,-24.69,23.49,76.73,26,15.43,0
391,moree,AU,1603936813,-29.47,149.85,77.0,29,8.46,40
392,assiniboia,CA,1603937108,49.63,-105.98,28.4,86,6.93,96
393,baykit,RU,1603937109,61.67,96.37,25.16,95,4.41,100
394,bolkhov,RU,1603937109,53.44,36.0,38.64,85,6.87,0
395,north bend,US,1603937109,43.41,-124.22,57.99,87,10.29,1
396,praia da vitoria,PT,1603936365,38.73,-27.07,68.0,77,23.06,20
397,pacific grove,US,1603936876,36.62,-121.92,61.0,88,1.14,0
398,tiznit,MA,1603937110,29.58,-9.5,69.3,32,5.08,100
399,mbandaka,CD,1603937111,0.05,18.26,69.78,96,1.79,99
400,pedernales,DO,1603937111,18.04,-71.74,80.42,70,4.65,0
401,beira,MZ,1603936998,-19.84,34.84,71.6,94,5.82,40
402,katsuura,JP,1603936532,35.13,140.3,72.0,48,3.0,0
403,sorland,NO,1603937112,67.67,12.69,45.3,75,16.11,0
404,barstow,US,1603937112,34.9,-117.02,75.2,10,2.66,1
405,mnogovershinnyy,RU,1603937113,53.94,139.92,36.23,82,1.74,0
406,yulara,AU,1603937113,-25.24,130.99,93.2,7,17.22,0
407,barranca,PE,1603936973,-10.75,-77.77,61.34,88,8.14,89
408,kabalo,CD,1603937114,-6.05,26.92,70.43,91,1.72,84
409,bo phloi,TH,1603937114,14.32,99.52,75.67,89,5.28,100
410,gambo,CF,1603937114,4.65,22.26,69.6,98,1.16,100
411,bagdarin,RU,1603937115,54.43,113.6,23.31,90,1.7,100
412,mogadishu,SO,1603937115,2.04,45.34,78.87,81,6.49,1
413,gobabis,NA,1603937115,-22.45,18.97,69.35,49,4.9,60
414,nisia floresta,BR,1603937116,-6.09,-35.21,78.8,78,9.17,20
415,ixtapa,MX,1603937116,20.7,-105.2,84.2,70,2.24,75
416,dillingen,DE,1603937116,49.35,6.73,53.01,88,1.99,100
417,qasigiannguit,GL,1603937117,68.82,-51.19,14.0,61,3.36,100
418,asau,RO,1603937117,46.43,26.4,46.99,96,4.65,44
419,ishigaki,JP,1603937118,24.34,124.16,80.6,69,16.11,20
420,praia,CV,1603936547,14.92,-23.51,78.8,88,14.99,1
421,ivybridge,GB,1603936987,50.39,-3.92,53.01,92,4.0,100
422,vardo,NO,1603937118,70.37,31.11,40.57,87,14.18,100
423,abha,SA,1603937073,18.22,42.51,53.6,29,7.45,0
424,plettenberg bay,ZA,1603936302,-34.05,23.37,60.39,87,3.4,100
425,bandarbeyla,SO,1603936549,9.49,50.81,76.95,86,2.93,0
426,mbaiki,CF,1603937120,3.87,17.99,69.24,99,2.89,100
427,jalalabad,AF,1603937120,34.43,70.45,61.52,30,4.25,0
428,bulgan,MN,1603937121,48.81,103.53,38.07,63,3.69,43
429,saint-francois,FR,1603937122,46.42,3.91,53.01,93,5.82,75
430,markova,UA,1603937122,48.68,24.41,45.01,70,3.94,46
431,sobolevo,RU,1603937122,54.43,31.9,40.42,89,6.93,64
432,banes,CU,1603937123,20.96,-75.72,80.6,78,11.41,20
433,sarkand,KZ,1603937123,45.41,79.92,31.37,82,0.56,67
434,morelia,MX,1603937123,19.7,-101.18,68.0,68,8.05,40
435,severo-kurilsk,RU,1603937123,50.68,156.12,44.71,78,7.54,97
436,ogori,JP,1603937064,34.1,131.4,70.0,63,4.7,20
437,gweru,ZW,1603937124,-19.45,29.82,61.52,47,6.6,0
438,mayo,US,1603937124,38.89,-76.51,64.0,93,6.93,90
439,muroto,JP,1603936834,33.28,134.15,71.6,43,6.93,0
440,kimbe,PG,1603937125,-5.55,150.14,89.1,59,2.57,100
441,abnub,EG,1603937125,27.27,31.15,69.8,77,11.41,0
442,szigetvar,HU,1603937126,46.05,17.81,48.2,100,3.2,90
443,richards bay,ZA,1603937126,-28.78,32.04,76.3,61,18.3,32
444,imeni babushkina,RU,1603937126,59.76,43.13,40.95,95,5.12,100
445,manadhoo,MV,1603937127,5.77,73.38,82.71,72,5.75,52
446,labytnangi,RU,1603937127,66.66,66.42,17.31,97,8.19,100
447,loten,NO,1603937127,60.82,11.34,44.01,89,6.96,26
448,kotido,UG,1603937128,2.98,34.13,70.99,64,15.01,6
449,yumen,CN,1603937128,40.28,97.2,41.59,61,11.36,22
450,birao,CF,1603937128,10.28,22.79,72.75,41,3.96,0
451,luanda,AO,1603937129,-8.84,13.23,73.4,94,3.36,75
452,morant bay,JM,1603936857,17.88,-76.41,82.4,74,11.41,20
453,birin,NP,1603937129,26.89,88.07,61.21,56,4.7,0
454,longyearbyen,SJ,1603937130,78.22,15.64,26.6,68,13.87,75
455,namatanai,PG,1603936324,-3.67,152.43,86.49,65,1.43,78
456,koungheul,SN,1603937130,13.98,-14.8,78.04,33,5.19,0
457,tommot,RU,1603937131,58.96,126.29,12.69,92,0.31,91
458,christchurch,NZ,1603936910,-43.53,172.63,57.0,87,13.87,100
459,pilar,BR,1603936900,-9.6,-35.96,71.6,94,4.7,0
460,sudak,UA,1603937131,44.85,34.97,61.57,69,5.82,3
461,udachnyy,RU,1603937132,66.42,112.4,-9.54,89,0.58,0
462,milkovo,RU,1603937132,54.72,158.62,34.83,89,3.31,98
463,talara,PE,1603937132,-4.58,-81.27,65.55,85,16.24,100
464,baracoa,CU,1603937133,20.35,-74.5,80.46,82,12.37,74
465,banjar,ID,1603937133,-8.19,114.97,80.6,88,8.05,75
466,hokitika,NZ,1603937134,-42.72,170.97,60.93,89,4.45,100
467,teya,RU,1603937134,60.38,92.63,18.95,94,11.12,100
468,selestat,FR,1603937134,48.26,7.46,57.2,71,11.41,100
469,shetpe,KZ,1603937135,44.17,52.12,39.6,67,19.48,94
470,saint-avold,FR,1603937135,49.1,6.7,53.01,88,1.99,100
471,bismarck,US,1603937135,46.81,-100.78,34.0,97,3.31,1
472,okhotsk,RU,1603937136,59.38,143.3,29.08,91,7.78,100
473,sfantu gheorghe,RO,1603936551,45.87,25.78,44.01,92,1.39,66
474,beinamar,TD,1603937136,8.67,15.38,73.17,53,2.82,1
475,sedalia,US,1603937136,38.7,-93.23,44.6,87,9.17,90
476,henties bay,NA,1603937137,-22.12,14.28,57.99,88,3.0,85
477,buchanan,LR,1603937111,5.88,-10.05,77.54,86,1.66,71
478,saint-paul,RE,1603937137,-21.01,55.27,69.8,82,3.36,0
479,san patricio,US,1603937138,28.02,-97.52,57.2,71,3.91,1
480,podporozhye,RU,1603937138,60.91,34.17,45.84,96,9.06,100
481,elban,RU,1603937138,50.1,136.51,40.33,70,13.4,100
482,manaus,BR,1603937134,-3.1,-60.02,80.6,78,3.36,40
483,sioux lookout,CA,1603936878,50.1,-91.92,24.8,68,9.17,90
484,arrifes,PT,1603937139,37.77,-25.7,66.2,88,12.75,40
485,mogzon,RU,1603937140,51.74,111.96,32.7,83,1.95,54
486,muli,MV,1603937140,2.92,73.57,82.76,76,11.23,86
487,aljezur,PT,1603937140,37.32,-8.8,61.39,87,4.09,0
488,baijiantan,CN,1603937141,45.63,85.18,45.99,47,25.19,100
489,mangai,CD,1603937141,-4.05,19.53,68.76,96,2.28,100
490,yashkul,RU,1603937141,46.17,45.34,51.58,65,16.6,32
491,riyadh,SA,1603936842,24.69,46.72,60.8,31,3.36,0
492,acapulco,MX,1603937142,16.86,-99.89,82.4,78,4.7,75
493,wyndham,US,1603936879,37.7,-77.61,69.8,83,6.93,1
494,ponnampet,IN,1603937143,12.15,75.93,66.87,86,2.84,0
495,hami,CN,1603937143,42.8,93.45,48.72,43,8.37,95
496,nizhniy tsasuchey,RU,1603937143,50.52,115.13,37.67,69,11.3,6
497,livingston,GB,1603937144,55.9,-3.52,46.4,87,14.99,75
498,fond du lac,US,1603936973,43.77,-88.44,44.6,52,4.7,1
499,panama city,PA,1603937046,8.99,-79.52,82.4,88,4.7,40
500,lazaro cardenas,MX,1603937146,17.96,-102.2,79.63,84,3.09,6
501,daru,PG,1603937147,-9.08,143.21,82.51,76,8.55,73
502,caravelas,BR,1603937147,-17.71,-39.25,77.99,84,11.83,100
503,tanda,IN,1603937147,26.55,82.65,71.55,47,1.48,0
504,khorixas,NA,1603937148,-20.37,14.97,61.9,37,11.99,65
505,pokhara,NP,1603937148,28.23,83.98,68.04,33,2.46,0
506,tilichiki,RU,1603937148,60.47,166.1,27.03,87,5.03,0
507,maracineni,RO,1603937150,45.2,26.8,44.01,80,1.99,0
508,bela vista,BR,1603937150,-22.11,-56.52,76.6,83,7.23,78
509,katherine,AU,1603937150,-14.47,132.27,93.2,36,6.93,0
510,san jeronimo,PE,1603937151,-11.95,-75.28,55.9,55,0.81,17
511,isangel,VU,1603937022,-19.55,169.27,82.4,58,9.17,20
512,ngunguru,NZ,1603937152,-35.62,174.5,70.0,80,8.99,92
513,sikandarabad,IN,1603937152,28.45,77.7,59.0,87,0.36,0
514,rock sound,BS,1603937152,24.9,-76.2,82.29,78,17.49,15
515,alenquer,BR,1603937153,-1.94,-54.74,84.2,79,9.17,0
516,zhangye,CN,1603937153,38.93,100.45,54.43,31,7.38,0
517,sinjar,IQ,1603937153,36.32,41.88,60.98,29,1.39,54
518,lebork,PL,1603937154,54.54,17.75,46.99,93,6.93,0
519,porto murtinho,BR,1603937154,-21.7,-57.88,76.68,88,3.33,75
520,diepholz,DE,1603937155,52.6,8.37,50.0,92,8.01,100
521,hailar,CN,1603937155,49.2,119.7,31.71,87,7.43,0
522,tobolsk,RU,1603937155,58.2,68.27,31.93,99,10.76,100
523,brejinho,BR,1603937156,-6.19,-35.36,78.8,78,9.17,20
524,raga,SS,1603937156,8.46,25.68,71.19,68,2.42,49
525,deli tua,ID,1603937156,3.51,98.68,80.6,94,3.36,90
526,aklavik,CA,1603937157,68.22,-135.01,21.2,67,8.05,91
527,denpasar,ID,1603937157,-8.65,115.22,80.6,88,8.05,75
528,gold coast,AU,1603937157,-28.0,153.43,79.0,60,12.75,0
529,bontang,ID,1603937158,0.13,117.5,83.52,75,6.08,100
530,gat,IL,1603937158,31.61,34.76,75.0,100,5.55,24
531,byron bay,AU,1603936942,-28.65,153.62,80.01,78,11.41,75
532,pantai remis,MY,1603937159,4.46,100.63,85.1,66,2.19,100
533,beberibe,BR,1603937159,-4.18,-38.13,80.6,78,9.17,40
534,pangnirtung,CA,1603937160,66.15,-65.71,8.67,81,4.43,44
535,mandalgovi,MN,1603937160,45.76,106.27,41.94,52,17.67,0
536,zavetnoye,RU,1603937160,47.12,43.89,46.36,55,16.49,83
537,neiafu,TO,1603937160,-18.65,-173.98,78.8,65,11.41,40
538,jatai,BR,1603937161,-17.88,-51.71,71.49,87,8.61,82
539,tezu,IN,1603937161,27.92,96.17,78.64,43,0.83,0
540,nome,US,1603937043,64.5,-165.41,30.2,68,3.36,1
541,skjervoy,NO,1603937162,70.03,20.97,41.54,68,7.87,36
542,ambilobe,MG,1603937162,-13.2,49.05,71.1,81,4.09,0
543,eau claire,US,1603937031,44.81,-91.5,39.0,69,3.36,90
544,nouadhibou,MR,1603937163,20.93,-17.03,71.6,68,21.92,100
545,kitsuki,JP,1603937163,33.42,131.62,68.0,56,4.7,20
546,piacabucu,BR,1603937163,-10.41,-36.43,76.78,79,14.18,100
547,coaldale,CA,1603937167,49.72,-112.62,39.2,86,5.82,75
548,ulaangom,MN,1603937167,49.98,92.07,31.53,86,1.63,89
549,sam roi yot,TH,1603937167,12.27,99.87,81.3,79,3.11,100
550,filadelfia,US,1603936949,39.95,-75.16,59.0,77,3.36,90
551,geraldton,AU,1603937168,-28.77,114.6,84.2,26,13.87,0
552,kondinskoye,RU,1603937168,59.65,67.41,32.47,97,12.48,100
553,paray-le-monial,FR,1603937169,46.45,4.12,53.01,93,5.82,75
